Untitled
1.000000 0.000000
0.999302 0.000252
0.997206 0.001001
0.993712 0.002223
0.988818 0.003881
0.982525 0.005933
0.974841 0.008337
0.965779 0.011057
0.955363 0.014072
0.943624 0.017382
0.930604 0.021004
0.916355 0.024978
0.900933 0.029352
0.884401 0.034181
0.866826 0.039510
0.848272 0.045368
0.828800 0.051756
0.808465 0.058643
0.787308 0.065964
0.765364 0.073619
0.742655 0.081473
0.719200 0.089364
0.695012 0.097107
0.670113 0.104502
0.644534 0.111344
0.618327 0.117435
0.591564 0.122604
0.564340 0.126716
0.536771 0.129691
0.508982 0.131509
0.481102 0.132206
0.453256 0.131865
0.425554 0.130600
0.398097 0.128541
0.370976 0.125811
0.344271 0.122522
0.318062 0.118758
0.292425 0.114581
0.267440 0.110029
0.243184 0.105118
0.219739 0.099859
0.197183 0.094259
0.175595 0.088334
0.155046 0.082114
0.135600 0.075649
0.117313 0.069007
0.100229 0.062269
0.084381 0.055528
0.069796 0.048877
0.056494 0.042404
0.044496 0.036187
0.033823 0.030285
0.024505 0.024738
0.016587 0.019561
0.010134 0.014749
0.005242 0.010297
0.002023 0.006264
0.000450 0.002924
0.000029 0.000742
0.000000 -0.000000
0.000150 -0.000691
0.001586 -0.002231
0.004749 -0.003809
0.009469 -0.005272
0.015658 -0.006607
0.023267 -0.007805
0.032257 -0.008862
0.042592 -0.009774
0.054236 -0.010544
0.067150 -0.011175
0.081295 -0.011678
0.096627 -0.012065
0.113103 -0.012347
0.130674 -0.012541
0.149289 -0.012659
0.168895 -0.012717
0.189438 -0.012725
0.210857 -0.012694
0.233093 -0.012633
0.256083 -0.012547
0.279761 -0.012440
0.304060 -0.012314
0.328911 -0.012169
0.354244 -0.012005
0.379988 -0.011821
0.406068 -0.011615
0.432411 -0.011384
0.458943 -0.011128
0.485587 -0.010844
0.512270 -0.010533
0.538914 -0.010194
0.565444 -0.009828
0.591785 -0.009437
0.617863 -0.009021
0.643603 -0.008583
0.668933 -0.008126
0.693780 -0.007654
0.718075 -0.007168
0.741748 -0.006673
0.764732 -0.006172
0.786962 -0.005670
0.808376 -0.005169
0.828912 -0.004673
0.848513 -0.004186
0.867123 -0.003712
0.884688 -0.003254
0.901161 -0.002815
0.916493 -0.002398
0.930641 -0.002007
0.943566 -0.001645
0.955230 -0.001313
0.965601 -0.001014
0.974650 -0.000751
0.982350 -0.000525
0.988680 -0.000338
0.993622 -0.000191
0.997162 -0.000085
0.999290 -0.000021
1.000000 -0.000000
